Engine_volume,Mileage,Doors,Prod_year,Cylinders,Airbags,Category,Leather_interior,Fuel_type,Gear_box_type,Drive_wheels,Wheel,Color
3.2,230000,4,2002,6.0,10,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Black
2.4,166774,4,2013,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.5,174000,4,2015,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,White
1.5,243075,4,2005,4.0,0,Sedan,No,LPG,Automatic,Front,Left wheel,Golden
3.5,211200,4,2008,8.0,0,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Green
1.3,140000,4,2011,4.0,4,Hatchback,No,Petrol,Variator,Front,Right-hand drive,White
1.8,145000,4,2011,4.0,12,Hatchback,No,Hybrid,Automatic,Front,Left wheel,White
2.0,2730,4,2019,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
1.4,116000,4,2012,4.0,10,Sedan,Yes,Plug-in Hybrid,Automatic,Front,Left wheel,Red
2.7,110456,4,2006,6.0,6,Sedan,No,Petrol,Tiptronic,Rear,Left wheel,White
2.0,35000,4,2017,4.0,12,Jeep,Yes,Petrol,Tiptronic,Front,Left wheel,Beige
1.8,214500,4,2009,4.0,4,Sedan,No,Petrol,Manual,Rear,Left wheel,Black
2.0,0,4,2001,4.0,2,Sedan,No,Petrol,Manual,Front,Left wheel,White
4.6,119635,4,2013,8.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Silver
2.2,158000,4,2007,4.0,2,Microbus,No,Diesel,Manual,Front,Left wheel,White
1.8,205338,4,2015,4.0,0,Hatchback,No,Hybrid,Automatic,Front,Left wheel,Silver
2.5,280000,4,2004,4.0,4,Jeep,Yes,CNG,Automatic,4x4,Left wheel,Silver
1.4,107200,4,2016,4.0,6,Sedan,No,Petrol,Automatic,Rear,Left wheel,Black
1.2,81000,4,2011,4.0,2,Hatchback,No,Petrol,Tiptronic,Front,Right-hand drive,Black
1.8,133437,4,2016,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Brown
2.0,198555,4,2005,4.0,4,Minivan,No,Petrol,Automatic,4x4,Right-hand drive,Silver
2.5,115312,4,2014,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Grey
1.6,43522,4,2011,4.0,4,Hatchback,Yes,Diesel,Automatic,Front,Left wheel,Silver
4.6,155976,4,2016,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
1.5,31000,4,2015,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Black
2.5,164800,4,2012,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Grey
1.9,349930,4,2005,1.0,0,Sedan,No,Diesel,Automatic,Rear,Left wheel,Black
1.8,93000,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.6,31151,4,2016,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Silver
4.6,202048,4,2011,8.0,0,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,White
2.4,76000,4,2013,4.0,4,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Black
3.0,223000,4,2009,6.0,12,Sedan,Yes,Diesel,Tiptronic,4x4,Left wheel,Black
2.4,109000,4,2013,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
1.8,0,4,1997,4.0,0,Hatchback,No,Petrol,Automatic,Front,Left wheel,Blue
1.5,170000,4,2008,4.0,8,Sedan,No,Hybrid,Variator,Front,Left wheel,Black
3.0,12200,4,2010,6.0,8,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,White
2.0,120000,4,2014,4.0,0,Sedan,No,Petrol,Automatic,Front,Left wheel,White
2.0,14566,2,1999,8.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Blue
2.0,195432,4,2016,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Silver
3.5,94000,4,2012,6.0,10,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Black
2.5,60000,4,2016,4.0,8,Jeep,No,Petrol,Tiptronic,Front,Left wheel,Carnelian red
2.2,146978,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
2.5,102338,4,2016,4.0,4,Universal,Yes,Diesel,Automatic,Front,Left wheel,Silver
2.0,195996,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
2.5,113102,4,2015,4.0,12,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,Red
3.5,246400,4,2007,6.0,8,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Silver
2.2,14950,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
3.5,157211,4,2012,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,White
2.0,42395,4,2014,4.0,0,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,Grey
3.0,150000,4,2014,6.0,0,Hatchback,Yes,Petrol,Automatic,4x4,Left wheel,Grey
2.4,69752,4,2011,4.0,4,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Silver
1.3,155000,4,2011,4.0,8,Sedan,Yes,Hybrid,Variator,Front,Left wheel,Red
2.5,75000,4,2013,4.0,6,Jeep,No,Petrol,Automatic,4x4,Left wheel,Grey
2.0,267184,4,2012,4.0,0,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.6,122000,2,2012,4.0,8,Hatchback,Yes,Petrol,Tiptronic,Front,Left wheel,Silver
2.0,284000,4,2005,4.0,9,Sedan,No,Diesel,Manual,Rear,Left wheel,Grey
1.5,120000,4,2012,4.0,2,Hatchback,No,Hybrid,Variator,Front,Right-hand drive,Silver
3.0,264014,4,2015,6.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.6,103358,4,2015,4.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Blue
2.0,201935,4,2010,4.0,4,Sedan,Yes,Diesel,Automatic,Front,Left wheel,White
3.5,17202,4,2017,4.0,12,Jeep,Yes,Hybrid,Tiptronic,4x4,Left wheel,White
1.8,116869,4,2011,4.0,0,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Black
2.4,101394,4,2015,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
3.0,273186,4,2011,6.0,12,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,White
1.6,132749,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.0,113000,4,2013,4.0,4,Sedan,Yes,LPG,Tiptronic,Front,Left wheel,Silver
2.5,150000,4,2010,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Blue
2.4,120000,4,2015,4.0,10,Sedan,No,Petrol,Automatic,Front,Left wheel,Blue
2.4,168000,4,2007,4.0,2,Microbus,No,Diesel,Manual,Rear,Left wheel,Blue
2.0,49396,4,2018,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
2.4,20000,4,2003,6.0,4,Sedan,No,CNG,Tiptronic,Rear,Right-hand drive,White
3.0,213195,4,2011,6.0,0,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Brown
2.0,143293,4,2014,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.5,159379,4,2012,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
0.7,150000,2,2003,4.0,2,Jeep,No,Petrol,Automatic,4x4,Right-hand drive,Black
2.0,10526,4,2019,4.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Red
3.0,195941,4,2013,6.0,12,Sedan,Yes,Hybrid,Automatic,Rear,Left wheel,Black
1.6,94415,4,2013,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
1.5,248383,4,2008,4.0,12,Sedan,No,Hybrid,Automatic,Front,Left wheel,Blue
4.6,129931,4,2015,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.2,100000,4,2005,4.0,4,Universal,No,Petrol,Automatic,Front,Left wheel,Silver
1.8,49800,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
3.0,137802,4,2013,6.0,0,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Black
2.0,144000,4,2013,4.0,8,Hatchback,No,Petrol,Tiptronic,Front,Left wheel,Grey
2.3,156000,4,2008,4.0,6,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Green
1.8,150000,4,2010,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Silver
2.5,52359,4,2016,4.0,8,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Carnelian red
1.8,33330,4,2015,4.0,8,Jeep,No,Petrol,Automatic,4x4,Left wheel,Grey
1.8,50000,4,2016,4.0,16,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Grey
1.6,24846,4,2016,4.0,4,Jeep,Yes,Petrol,Automatic,Front,Left wheel,White
3.2,280000,4,1997,6.0,4,Sedan,No,CNG,Automatic,Rear,Left wheel,Blue
2.4,263157,4,2010,4.0,0,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Black
1.0,0,4,2000,4.0,2,Hatchback,Yes,Petrol,Automatic,Front,Right-hand drive,Silver
1.0,0,4,1999,4.0,2,Hatchback,No,Petrol,Automatic,Front,Right-hand drive,Red
2.0,209744,4,2016,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,White
1.5,180000,4,2008,4.0,0,Sedan,No,Hybrid,Automatic,Front,Left wheel,Black
2.0,70195,4,2016,4.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,White
2.0,50412,4,2007,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
2.2,78305,4,2011,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
1.4,58000,4,2015,4.0,10,Jeep,Yes,Petrol,Automatic,Front,Left wheel,White
2.4,1000,2,2004,6.0,2,Microbus,No,Petrol,Manual,Rear,Left wheel,White
2.0,227033,4,2016,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,White
3.0,275862,4,2011,6.0,12,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Silver
2.0,142400,4,2012,4.0,11,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Black
1.5,153600,4,2014,4.0,6,Hatchback,No,Hybrid,Variator,Front,Left wheel,Red
2.4,91200,4,2015,4.0,12,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Black
3.0,49499,4,2016,6.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Silver
2.5,0,4,2015,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
1.5,86262,4,2013,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Black
3.0,135000,4,2013,6.0,8,Universal,Yes,Diesel,Tiptronic,4x4,Left wheel,Brown
2.0,50963,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Black
2.0,52249,4,2011,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
3.0,146577,4,2013,6.0,12,Jeep,Yes,Diesel,Tiptronic,4x4,Left wheel,Black
1.6,91500,4,2010,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
2.0,54000,4,2015,4.0,6,Sedan,No,Petrol,Automatic,Front,Left wheel,Carnelian red
2.2,0,4,1998,4.0,6,Sedan,No,Diesel,Manual,Rear,Left wheel,Silver
2.0,145000,4,2003,4.0,2,Jeep,Yes,Petrol,Automatic,4x4,Right-hand drive,White
3.0,16000,4,2004,6.0,8,Jeep,Yes,CNG,Tiptronic,4x4,Left wheel,Silver
2.0,207768,4,2013,4.0,6,Sedan,Yes,Diesel,Manual,Front,Left wheel,Silver
3.5,77205,4,2016,6.0,12,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,Grey
3.5,79080,4,2015,6.0,12,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Grey
2.5,136000,4,2014,4.0,6,Jeep,No,Petrol,Tiptronic,Front,Left wheel,Grey
2.5,31904,4,2018,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Blue
2.0,46721,4,2013,4.0,4,Sedan,Yes,Diesel,Automatic,Front,Left wheel,White
2.5,47000,4,2013,4.0,8,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
4.6,188078,4,2015,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
3.5,311949,4,2010,6.0,12,Jeep,Yes,Hybrid,Automatic,Front,Left wheel,Silver
4.8,57000,4,2010,6.0,12,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,White
2.0,202420,4,2011,4.0,4,Sedan,Yes,Diesel,Automatic,Front,Left wheel,White
1.6,147700,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.7,194159,4,2010,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
2.0,77254,4,2017,4.0,12,Sedan,No,Hybrid,Automatic,Front,Left wheel,Black
1.4,112760,4,2016,4.0,12,Sedan,Yes,Diesel,Automatic,Front,Left wheel,Brown
2.0,47221,4,2010,4.0,4,Sedan,Yes,Diesel,Automatic,Front,Left wheel,Black
1.6,74909,4,2016,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Silver
2.4,101037,4,2013,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Carnelian red
2.2,150000,4,2004,4.0,0,Microbus,Yes,Diesel,Manual,Front,Left wheel,Blue
2.0,248000,4,2012,4.0,6,Hatchback,No,Diesel,Manual,Front,Left wheel,Black
2.5,160000,4,2002,4.0,10,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Silver
1.6,86660,4,2010,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
3.0,91000,4,2012,6.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Golden
2.5,45984,4,2011,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,White
2.0,40845,4,2010,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
1.6,191108,4,2015,4.0,4,Sedan,Yes,Diesel,Automatic,Front,Left wheel,Black
1.6,17000,4,2017,4.0,10,Jeep,No,Petrol,Tiptronic,4x4,Left wheel,Black
3.5,27038,4,2016,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,White
2.3,180000,4,2007,4.0,12,Jeep,Yes,Hybrid,Variator,4x4,Left wheel,Grey
1.4,163000,4,2008,4.0,8,Hatchback,No,Petrol,Manual,Front,Left wheel,Silver
1.3,127000,4,2010,4.0,0,Hatchback,No,Petrol,Automatic,Front,Right-hand drive,Black
3.5,0,4,2016,6.0,12,Jeep,Yes,Hybrid,Automatic,Front,Left wheel,Grey
2.5,14500,4,2015,4.0,10,Sedan,No,Petrol,Automatic,Rear,Left wheel,Black
1.5,245000,4,2002,4.0,0,Hatchback,No,Petrol,Automatic,Front,Right-hand drive,Sky blue
2.7,116000,2,2003,5.0,4,Microbus,No,Diesel,Tiptronic,Rear,Left wheel,White
2.0,135657,4,2014,4.0,12,Hatchback,No,Hybrid,Automatic,Front,Left wheel,White
2.0,150000,4,2015,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Orange
2.5,39552,4,2019,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
3.5,13994,4,2019,6.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
3.5,140966,4,2012,6.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.0,193926,4,2011,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
3.0,157800,2,2007,8.0,8,Coupe,Yes,Petrol,Tiptronic,4x4,Left wheel,Silver
2.0,45600,4,2011,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Silver
2.0,110000,4,2003,4.0,4,Sedan,Yes,LPG,Tiptronic,Front,Left wheel,Beige
1.7,157000,4,2008,4.0,6,Universal,No,Diesel,Manual,Front,Left wheel,Beige
1.5,34682,4,2013,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.4,126000,4,2014,4.0,6,Sedan,No,Petrol,Automatic,Front,Right-hand drive,Beige
1.8,121000,4,2011,4.0,7,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Silver
1.8,134400,4,2012,4.0,9,Hatchback,No,Plug-in Hybrid,Variator,Front,Left wheel,Silver
3.5,107800,4,2013,6.0,12,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,Grey
2.0,90000,4,2014,4.0,12,Hatchback,Yes,Petrol,Tiptronic,Front,Left wheel,Black
1.4,100000,4,2012,4.0,6,Hatchback,No,Hybrid,Automatic,Front,Left wheel,White
2.0,98713,4,2010,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
3.6,110000,2,2012,8.0,2,Jeep,No,Petrol,Manual,4x4,Left wheel,White
2.0,20000,4,2001,4.0,8,Sedan,No,Petrol,Manual,Rear,Left wheel,Blue
2.5,19000,4,2018,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Black
2.2,198000,4,2006,4.0,8,Jeep,No,Diesel,Manual,4x4,Left wheel,Black
3.0,204318,4,2012,6.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Black
4.6,26138,4,2019,8.0,10,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
2.0,17172,4,2018,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
4.6,102907,4,2015,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.5,190000,4,2003,4.0,2,Minivan,No,Petrol,Automatic,Front,Right-hand drive,White
1.6,247000,4,1998,4.0,4,Goods wagon,No,Petrol,Manual,Front,Left wheel,Green
1.5,100000,4,2013,4.0,8,Sedan,No,Petrol,Automatic,Front,Left wheel,Black
3.3,224629,4,2008,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Silver
3.5,248525,4,2011,6.0,12,Sedan,Yes,Diesel,Automatic,4x4,Left wheel,Black
2.0,163372,4,2010,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
3.5,159250,4,2013,6.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Black
1.8,134835,4,2015,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Grey
2.0,170000,4,2015,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
1.5,111111,4,2001,4.0,4,Sedan,No,Petrol,Automatic,Front,Right-hand drive,White
1.3,69219,4,2013,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Silver
1.8,223000,2,2004,4.0,2,Goods wagon,No,Diesel,Manual,Front,Left wheel,Silver
2.4,51000,4,2016,4.0,16,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Black
2.4,197328,4,2013,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
3.5,138038,4,2013,6.0,12,Jeep,Yes,Hybrid,Automatic,Front,Left wheel,White
4.6,160138,4,2011,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
1.3,146000,4,2012,4.0,2,Hatchback,No,Petrol,Automatic,Front,Right-hand drive,White
2.4,172800,4,2014,4.0,16,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Silver
2.5,110000,4,2012,4.0,10,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Red
2.0,160000,4,2001,4.0,2,Sedan,No,Petrol,Tiptronic,Rear,Right-hand drive,Blue
2.5,20800,4,2016,4.0,8,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Grey
1.3,68415,4,2017,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Black
3.2,231200,4,2004,6.0,10,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Golden
3.0,0,4,2011,6.0,12,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Black
1.4,61650,4,2013,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
1.6,0,4,2004,4.0,6,Hatchback,No,Petrol,Tiptronic,Front,Left wheel,Black
3.0,103458,4,2012,6.0,0,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,White
2.4,117000,4,2013,4.0,12,Sedan,Yes,Hybrid,Tiptronic,Front,Left wheel,Pink
4.6,102907,4,2015,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.3,10000,4,2007,4.0,4,Sedan,Yes,Petrol,Variator,Front,Right-hand drive,Blue
1.6,136712,4,2012,4.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
2.5,131000,4,2013,5.0,10,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Black
2.0,150000,4,2013,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
1.3,0,4,2012,4.0,0,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Silver
4.0,161600,4,2003,6.0,4,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.0,35874,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.0,26000,4,2017,4.0,16,Sedan,Yes,Hybrid,Tiptronic,Front,Left wheel,White
2.4,135410,4,2015,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.0,0,4,1995,4.0,2,Sedan,No,CNG,Manual,Front,Left wheel,White
2.0,5305,4,2020,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Silver
3.5,150000,5,2015,6.0,12,Jeep,Yes,Diesel,Tiptronic,4x4,Left wheel,Black
2.0,65000,4,2012,4.0,5,Jeep,Yes,Diesel,Tiptronic,Front,Left wheel,White
2.0,124493,4,2014,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
3.0,88829,4,2013,6.0,12,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Black
3.5,140800,4,2013,6.0,0,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.8,250000,4,1999,4.0,4,Sedan,No,CNG,Manual,Rear,Left wheel,Blue
3.5,157211,4,2012,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,White
3.5,127416,4,2013,6.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
1.3,100940,4,2017,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Silver
2.3,146000,4,2008,4.0,8,Jeep,Yes,Hybrid,Variator,4x4,Left wheel,Grey
2.0,206000,4,1997,4.0,4,Sedan,No,CNG,Automatic,Rear,Left wheel,Green
1.5,130000,4,2005,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Right-hand drive,Silver
2.0,54977,4,2013,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
2.0,348486,4,2015,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Silver
3.0,201056,4,2015,6.0,12,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Black
2.5,151854,4,2014,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Grey
2.0,5219,4,2019,4.0,12,Coupe,Yes,Petrol,Automatic,Front,Left wheel,White
1.8,187862,4,2015,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.0,0,4,2003,4.0,2,Microbus,No,Diesel,Manual,Front,Left wheel,Red
1.8,193000,4,2009,4.0,16,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
2.0,127000,4,2014,4.0,10,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Black
2.5,150000,4,2014,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
2.0,1000,4,2000,4.0,4,Goods wagon,No,Petrol,Manual,4x4,Right-hand drive,Silver
1.8,127226,4,2012,4.0,0,Sedan,No,Petrol,Automatic,Front,Left wheel,Blue
2.0,176000,4,2013,4.0,12,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,White
1.3,101000,4,2010,4.0,6,Sedan,No,Petrol,Variator,Front,Right-hand drive,Red
0.1,99549,4,2013,1.0,0,Jeep,Yes,Petrol,Automatic,Front,Left wheel,White
1.5,111000,4,2012,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Yellow
4.6,229334,4,2012,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.5,110483,4,2014,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Yellow
1.8,71000,4,2010,4.0,12,Hatchback,No,Hybrid,Variator,Front,Left wheel,Grey
2.0,175126,4,2014,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
2.0,1600,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Black
2.0,117000,4,2013,4.0,0,Minivan,No,Plug-in Hybrid,Automatic,Front,Left wheel,White
2.5,91804,4,2016,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Silver
2.4,10990,4,2018,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
1.6,231000,2,1995,4.0,2,Hatchback,No,Petrol,Automatic,Front,Left wheel,Carnelian red
1.6,200000,4,2005,4.0,2,Sedan,No,Petrol,Manual,Front,Left wheel,Silver
1.6,110531,4,2013,4.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Red
2.4,89000,4,2014,4.0,10,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Silver
1.6,308910,4,1994,4.0,2,Sedan,Yes,Petrol,Manual,Rear,Left wheel,Carnelian red
1.4,46261,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
2.0,150000,4,2015,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Orange
3.0,20000,4,2005,6.0,4,Minivan,No,Petrol,Automatic,Front,Left wheel,Grey
1.5,3200,4,2006,4.0,4,Sedan,No,Hybrid,Automatic,Front,Left wheel,Silver
2.0,70000,2,2014,4.0,10,Coupe,Yes,Petrol,Tiptronic,Rear,Left wheel,Black
1.8,12987,5,2018,5.0,12,Jeep,Yes,Petrol,Tiptronic,Front,Left wheel,Blue
2.0,68359,4,2012,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
2.4,107150,4,2013,4.0,6,Jeep,No,Petrol,Automatic,Front,Left wheel,Carnelian red
1.6,60720,4,2017,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
2.0,31000,4,2016,4.0,10,Jeep,No,Petrol,Tiptronic,Front,Left wheel,Black
2.5,30066,4,2017,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Grey
1.8,133408,4,2015,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.5,13362,4,2019,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
1.5,272189,4,2012,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Silver
3.0,250000,4,2004,6.0,4,Jeep,No,CNG,Automatic,4x4,Left wheel,Carnelian red
4.6,275240,4,2010,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Silver
2.0,150000,4,2015,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Orange
1.4,78829,4,2016,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
1.5,186000,4,2013,4.0,0,Hatchback,No,Hybrid,Automatic,Front,Right-hand drive,Silver
